temperature_c,gas_raw,water_level_cm,acceleration_x_ms2,acceleration_y_ms2,acceleration_z_ms2,sos,risk_level,scenario
23.5,553.0,10.8,0.13,-0.04,9.69,False,LOW,gas_leak
23.5,561.0,10.9,-0.14,0.25,9.56,False,LOW,gas_leak
23.3,562.0,10.6,0.16,0.03,9.7,False,LOW,gas_leak
23.2,556.0,10.3,0.05,0.09,9.46,False,LOW,gas_leak
23.3,548.0,10.1,-0.27,-0.0,9.8,False,LOW,gas_leak
23.3,547.0,10.0,-0.14,-0.05,9.76,False,LOW,gas_leak
23.3,563.0,9.5,-0.35,0.1,9.99,False,LOW,gas_leak
23.8,566.0,9.3,0.48,0.24,9.96,False,LOW,gas_leak
23.8,568.0,9.3,-0.18,0.29,10.2,False,LOW,gas_leak
23.4,545.0,9.1,-0.14,-0.33,10.03,False,LOW,gas_leak
23.7,538.0,9.0,0.17,-0.03,9.72,False,LOW,gas_leak
23.6,555.0,9.0,-0.09,-0.17,9.45,False,LOW,gas_leak
23.9,558.0,9.2,-0.27,0.16,9.78,False,LOW,gas_leak
23.7,574.0,9.0,-0.29,0.2,9.3,False,LOW,gas_leak
23.5,557.0,9.2,0.12,-0.04,9.84,False,LOW,gas_leak
23.7,575.0,9.0,-0.19,0.0,9.91,False,LOW,gas_leak
23.4,555.0,9.0,0.05,0.21,9.71,False,LOW,gas_leak
23.0,572.0,8.9,-0.01,0.2,9.75,False,LOW,gas_leak
22.9,569.0,8.8,0.06,-0.23,9.7,False,LOW,gas_leak
23.0,570.0,8.7,0.03,-0.2,9.66,False,LOW,gas_leak
23.2,575.0,8.7,0.07,-0.5,9.76,False,LOW,gas_leak
23.6,576.0,8.5,-0.0,-0.24,9.75,False,LOW,gas_leak
23.5,574.0,8.7,0.05,-0.18,9.7,False,LOW,gas_leak
23.8,560.0,8.6,0.06,0.21,9.48,False,LOW,gas_leak
23.7,580.0,8.2,0.13,0.03,9.49,False,LOW,gas_leak
23.4,594.0,8.2,-0.12,-0.07,10.07,False,LOW,gas_leak
23.4,581.0,8.4,-0.14,0.09,9.94,False,LOW,gas_leak
23.5,581.0,8.5,0.18,0.13,9.82,False,LOW,gas_leak
23.9,590.0,8.7,0.03,0.16,9.93,False,LOW,gas_leak
24.3,576.0,8.5,0.35,-0.05,10.24,False,LOW,gas_leak
24.5,589.0,8.3,0.23,-0.09,9.82,False,LOW,gas_leak
24.9,578.0,7.6,0.06,0.14,9.7,False,LOW,gas_leak
25.0,587.0,7.7,0.11,0.04,9.65,False,LOW,gas_leak
25.4,612.0,7.5,0.22,-0.24,9.9,False,MEDIUM,gas_leak
25.8,595.0,7.8,0.39,0.18,9.75,False,LOW,gas_leak
25.7,599.0,7.8,-0.21,0.24,10.05,False,LOW,gas_leak
25.6,592.0,7.4,-0.34,-0.27,10.02,False,LOW,gas_leak
25.5,588.0,7.8,-0.17,-0.25,9.7,False,LOW,gas_leak
25.6,611.0,7.9,-0.08,0.39,9.57,False,MEDIUM,gas_leak
25.3,613.0,8.0,-0.15,0.01,10.07,False,MEDIUM,gas_leak
25.0,590.0,7.6,0.2,-0.08,9.87,False,LOW,gas_leak
25.0,603.0,7.5,-0.37,-0.1,9.48,False,MEDIUM,gas_leak
25.5,586.0,7.9,-0.3,0.49,9.67,False,LOW,gas_leak
25.5,605.0,8.1,-0.15,-0.23,9.55,False,MEDIUM,gas_leak
25.6,590.0,8.3,0.06,-0.21,9.62,False,LOW,gas_leak
25.7,592.0,8.6,0.05,-0.23,9.85,False,LOW,gas_leak
25.7,604.0,8.7,0.35,-0.14,10.08,False,MEDIUM,gas_leak
25.9,616.0,8.4,0.1,0.04,9.58,False,MEDIUM,gas_leak
25.8,597.0,8.9,-0.41,-0.0,10.06,False,LOW,gas_leak
26.3,610.0,8.5,0.08,0.1,9.83,False,MEDIUM,gas_leak
26.1,615.0,8.5,0.08,-0.22,9.57,False,MEDIUM,gas_leak
25.7,593.0,8.7,-0.2,0.07,9.69,False,LOW,gas_leak
25.9,611.0,8.9,0.21,-0.22,9.97,False,MEDIUM,gas_leak
25.9,608.0,8.7,-0.28,0.16,9.55,False,MEDIUM,gas_leak
26.3,609.0,8.6,-0.22,-0.03,9.92,False,MEDIUM,gas_leak
26.7,629.0,8.5,0.0,0.06,9.54,False,MEDIUM,gas_leak
27.1,603.0,8.7,0.5,0.11,9.81,False,MEDIUM,gas_leak
27.2,610.0,8.9,-0.26,0.11,9.71,False,MEDIUM,gas_leak
27.1,621.0,8.8,-0.32,0.17,10.28,False,MEDIUM,gas_leak
27.5,649.0,8.6,-0.04,0.23,9.89,False,MEDIUM,gas_leak
27.9,612.0,8.9,-0.05,0.08,10.01,False,MEDIUM,gas_leak
27.9,616.0,8.7,0.17,-0.18,10.12,False,MEDIUM,gas_leak
28.0,607.0,8.8,-0.12,0.31,9.63,False,MEDIUM,gas_leak
28.0,614.0,9.1,0.21,0.07,9.87,False,MEDIUM,gas_leak
27.9,626.0,9.2,0.0,-0.3,9.9,False,MEDIUM,gas_leak
27.7,657.0,9.7,0.14,0.04,9.62,False,MEDIUM,gas_leak
27.6,618.0,9.6,0.1,-0.05,9.72,False,MEDIUM,gas_leak
27.8,623.0,9.4,-0.04,0.29,9.81,False,MEDIUM,gas_leak
27.9,610.0,9.5,-0.24,0.39,9.66,False,MEDIUM,gas_leak
27.5,638.0,9.3,0.28,-0.22,9.43,False,MEDIUM,gas_leak
27.7,636.0,9.5,0.21,0.14,9.91,False,MEDIUM,gas_leak
27.2,626.0,9.4,0.19,-0.02,9.51,False,MEDIUM,gas_leak
27.0,649.0,9.5,-0.11,0.19,9.89,False,MEDIUM,gas_leak
26.9,627.0,9.5,-0.13,-0.38,10.0,False,MEDIUM,gas_leak
27.1,642.0,9.2,0.18,0.24,9.62,False,MEDIUM,gas_leak
27.1,617.0,9.3,0.07,0.02,9.82,False,MEDIUM,gas_leak
27.6,632.0,9.5,0.17,-0.26,9.58,False,MEDIUM,gas_leak
27.5,647.0,9.1,0.15,0.05,10.2,False,MEDIUM,gas_leak
27.6,647.0,9.2,0.2,0.23,9.78,False,MEDIUM,gas_leak
28.2,627.0,9.2,-0.33,-0.13,9.97,False,MEDIUM,gas_leak
27.9,658.0,8.9,0.17,0.18,9.89,False,MEDIUM,gas_leak
27.5,645.0,9.1,0.08,0.06,9.52,False,MEDIUM,gas_leak
27.0,636.0,9.3,-0.01,-0.2,9.83,False,MEDIUM,gas_leak
27.6,652.0,9.3,-0.02,0.02,9.7,False,MEDIUM,gas_leak
27.5,638.0,9.4,-0.24,-0.4,9.67,False,MEDIUM,gas_leak
27.6,646.0,9.5,0.07,0.03,10.02,False,MEDIUM,gas_leak
27.5,651.0,9.6,-0.05,-0.22,10.08,False,MEDIUM,gas_leak
27.0,650.0,10.0,-0.02,-0.42,9.55,False,MEDIUM,gas_leak
27.5,672.0,10.1,-0.02,0.06,9.76,False,MEDIUM,gas_leak
27.2,653.0,10.0,0.19,-0.0,9.38,False,MEDIUM,gas_leak
26.7,666.0,9.9,0.11,-0.42,9.73,False,MEDIUM,gas_leak
26.7,675.0,9.6,0.01,0.07,9.62,False,MEDIUM,gas_leak
26.8,647.0,9.4,-0.06,0.08,9.79,False,MEDIUM,gas_leak
25.9,661.0,9.4,-0.23,0.22,9.91,False,MEDIUM,gas_leak
25.9,662.0,9.4,0.37,0.08,9.97,False,MEDIUM,gas_leak
25.9,685.0,9.4,0.08,-0.16,9.74,False,MEDIUM,gas_leak
26.0,661.0,9.2,0.34,-0.18,9.87,False,MEDIUM,gas_leak
25.9,674.0,9.2,-0.08,-0.23,9.44,False,MEDIUM,gas_leak
25.8,683.0,9.1,0.24,0.18,10.07,False,MEDIUM,gas_leak
25.5,663.0,9.3,0.01,0.08,9.74,False,MEDIUM,gas_leak
25.6,680.0,9.3,0.01,-0.21,9.67,False,MEDIUM,gas_leak
25.7,675.0,9.0,-0.19,0.27,9.74,False,MEDIUM,gas_leak
25.9,695.0,9.2,-0.03,-0.31,9.68,False,MEDIUM,gas_leak
26.2,675.0,9.1,-0.07,0.02,9.85,False,MEDIUM,gas_leak
25.8,675.0,9.1,0.04,-0.12,9.71,False,MEDIUM,gas_leak
26.2,673.0,9.2,-0.09,0.4,9.5,False,MEDIUM,gas_leak
26.6,673.0,9.2,0.14,0.11,10.01,False,MEDIUM,gas_leak
26.5,681.0,9.3,0.1,-0.42,10.16,False,MEDIUM,gas_leak
26.0,680.0,9.2,-0.33,-0.04,9.88,False,MEDIUM,gas_leak
26.1,678.0,9.4,-0.03,0.2,9.93,False,MEDIUM,gas_leak
25.8,684.0,9.6,0.04,0.17,9.6,False,MEDIUM,gas_leak
26.1,672.0,9.6,0.47,-0.11,10.03,False,MEDIUM,gas_leak
25.9,697.0,9.8,-0.06,-0.0,9.82,False,MEDIUM,gas_leak
25.3,686.0,9.5,0.2,-0.24,9.54,False,MEDIUM,gas_leak
24.8,708.0,9.4,0.21,0.09,9.6,False,MEDIUM,gas_leak
24.7,688.0,9.4,0.34,0.0,9.9,False,MEDIUM,gas_leak
24.3,702.0,9.4,-0.26,0.08,9.87,False,MEDIUM,gas_leak
24.3,698.0,9.5,-0.35,-0.08,9.64,False,MEDIUM,gas_leak
24.3,697.0,9.7,0.46,-0.02,9.89,False,MEDIUM,gas_leak
24.7,682.0,9.7,-0.26,-0.04,10.01,False,MEDIUM,gas_leak
24.8,695.0,9.4,-0.29,-0.3,9.73,False,MEDIUM,gas_leak
24.7,705.0,9.2,-0.11,0.24,10.3,False,MEDIUM,gas_leak
24.7,693.0,9.3,0.07,-0.0,9.97,False,MEDIUM,gas_leak
24.5,685.0,9.5,0.07,-0.35,9.58,False,MEDIUM,gas_leak
24.6,688.0,9.2,0.07,-0.3,9.46,False,MEDIUM,gas_leak
24.1,699.0,9.5,-0.08,-0.1,9.66,False,MEDIUM,gas_leak
24.2,710.0,9.2,-0.16,0.04,9.9,False,MEDIUM,gas_leak
24.2,695.0,9.5,0.26,-0.18,9.76,False,MEDIUM,gas_leak
24.3,717.0,9.4,0.1,-0.15,9.89,False,MEDIUM,gas_leak
24.5,691.0,9.3,0.13,-0.15,9.73,False,MEDIUM,gas_leak
24.4,698.0,9.0,-0.39,0.05,9.69,False,MEDIUM,gas_leak
24.3,699.0,9.3,-0.19,-0.02,9.97,False,MEDIUM,gas_leak
24.1,711.0,9.0,-0.07,0.03,10.19,False,MEDIUM,gas_leak
23.6,704.0,9.3,-0.03,0.2,9.85,False,MEDIUM,gas_leak
24.0,712.0,9.4,-0.22,-0.34,9.63,False,MEDIUM,gas_leak
23.7,720.0,9.8,-0.03,-0.28,9.59,False,MEDIUM,gas_leak
23.2,710.0,9.8,0.27,-0.11,9.82,False,MEDIUM,gas_leak
23.0,707.0,9.7,-0.03,-0.31,9.75,False,MEDIUM,gas_leak
22.7,708.0,9.4,0.31,-0.23,9.82,False,MEDIUM,gas_leak
22.5,716.0,9.6,0.22,-0.3,9.88,False,MEDIUM,gas_leak
22.6,727.0,9.6,0.05,-0.23,9.77,False,MEDIUM,gas_leak
22.9,725.0,9.6,0.16,-0.08,9.8,False,MEDIUM,gas_leak
23.2,721.0,9.5,-0.08,0.1,9.62,False,MEDIUM,gas_leak
23.4,704.0,9.2,0.14,-0.14,9.92,False,MEDIUM,gas_leak
23.4,722.0,9.4,-0.08,0.5,9.8,False,MEDIUM,gas_leak
23.2,719.0,9.7,-0.01,0.05,9.68,False,MEDIUM,gas_leak
23.7,731.0,9.5,0.15,0.2,9.75,False,MEDIUM,gas_leak
24.2,744.0,9.7,0.02,-0.19,9.57,False,MEDIUM,gas_leak
24.6,715.0,9.8,0.1,0.49,9.68,False,MEDIUM,gas_leak
25.0,745.0,9.8,-0.11,-0.02,9.94,False,MEDIUM,gas_leak
24.7,728.0,9.9,-0.05,0.19,9.99,False,MEDIUM,gas_leak
24.5,733.0,10.0,-0.19,0.13,9.76,False,MEDIUM,gas_leak
23.8,744.0,10.2,0.1,-0.15,9.74,False,MEDIUM,gas_leak
24.3,728.0,10.5,-0.03,0.29,10.05,False,MEDIUM,gas_leak
24.1,739.0,10.3,0.3,-0.32,9.8,False,MEDIUM,gas_leak
23.6,743.0,10.0,0.13,-0.07,9.93,False,MEDIUM,gas_leak
23.5,746.0,10.1,0.04,0.09,9.91,False,MEDIUM,gas_leak
23.6,739.0,10.2,0.03,-0.11,9.37,False,MEDIUM,gas_leak
23.6,732.0,10.1,0.07,0.15,9.98,False,MEDIUM,gas_leak
23.5,737.0,10.2,-0.04,0.08,10.16,False,MEDIUM,gas_leak
23.4,713.0,10.3,-0.23,-0.45,9.62,False,MEDIUM,gas_leak
23.4,745.0,10.3,0.05,0.11,9.48,False,MEDIUM,gas_leak
23.3,741.0,10.7,0.02,0.26,9.88,False,MEDIUM,gas_leak
23.4,735.0,10.5,-0.45,0.08,9.81,False,MEDIUM,gas_leak
23.4,739.0,10.5,0.04,0.2,9.59,False,MEDIUM,gas_leak
24.0,728.0,10.4,0.1,-0.05,9.85,False,MEDIUM,gas_leak
23.7,746.0,10.3,-0.13,0.12,9.96,False,MEDIUM,gas_leak
23.1,745.0,10.1,0.36,0.32,9.52,False,MEDIUM,gas_leak
22.7,739.0,10.0,0.34,0.19,10.15,False,MEDIUM,gas_leak
23.1,750.0,10.0,0.5,-0.02,9.98,False,MEDIUM,gas_leak
23.0,744.0,10.1,0.43,0.22,9.79,False,MEDIUM,gas_leak
22.9,763.0,9.9,0.03,0.13,10.09,False,MEDIUM,gas_leak
23.5,743.0,9.8,0.06,0.03,9.76,False,MEDIUM,gas_leak
23.2,758.0,9.9,0.06,-0.12,10.03,False,MEDIUM,gas_leak
23.5,740.0,9.7,-0.14,0.07,9.92,False,MEDIUM,gas_leak
24.1,748.0,9.3,-0.07,0.13,9.3,False,MEDIUM,gas_leak
24.0,758.0,9.3,-0.02,-0.36,9.84,False,MEDIUM,gas_leak
24.2,742.0,9.6,0.01,0.05,9.66,False,MEDIUM,gas_leak
24.2,765.0,9.6,0.32,-0.26,9.6,False,MEDIUM,gas_leak
24.3,752.0,9.5,-0.03,0.0,10.11,False,MEDIUM,gas_leak
24.5,766.0,9.3,-0.03,-0.26,9.99,False,MEDIUM,gas_leak
24.5,768.0,9.4,-0.34,-0.12,9.62,False,MEDIUM,gas_leak
24.0,756.0,9.0,0.02,-0.32,9.87,False,MEDIUM,gas_leak
24.0,762.0,9.2,0.02,-0.29,9.97,False,MEDIUM,gas_leak
24.1,750.0,9.2,-0.13,0.05,9.76,False,MEDIUM,gas_leak
24.1,767.0,9.2,0.07,-0.0,9.8,False,MEDIUM,gas_leak
24.2,766.0,9.2,0.12,-0.14,10.08,False,MEDIUM,gas_leak
23.7,750.0,9.3,-0.44,0.21,9.43,False,MEDIUM,gas_leak
23.4,760.0,9.1,0.2,0.23,9.74,False,MEDIUM,gas_leak
23.7,778.0,9.0,-0.04,0.02,9.7,False,MEDIUM,gas_leak
23.6,767.0,9.4,0.07,0.23,9.62,False,MEDIUM,gas_leak
23.5,773.0,9.6,-0.09,0.21,9.8,False,MEDIUM,gas_leak
23.4,758.0,9.5,-0.19,-0.02,9.87,False,MEDIUM,gas_leak
23.4,783.0,9.5,0.05,0.38,9.69,False,MEDIUM,gas_leak
23.2,773.0,9.8,0.15,0.17,9.65,False,MEDIUM,gas_leak
23.5,773.0,10.1,0.16,0.01,9.85,False,MEDIUM,gas_leak
23.4,776.0,10.5,0.29,0.18,9.8,False,MEDIUM,gas_leak
24.1,773.0,10.4,-0.26,0.16,9.95,False,MEDIUM,gas_leak
24.1,785.0,10.5,-0.09,0.28,9.88,False,MEDIUM,gas_leak
24.1,791.0,10.4,-0.21,0.31,9.55,False,MEDIUM,gas_leak
24.4,800.0,10.3,0.29,-0.2,9.77,False,MEDIUM,gas_leak
23.7,798.0,10.2,-0.03,0.02,9.58,False,MEDIUM,gas_leak
23.9,780.0,10.3,0.2,-0.21,9.86,False,MEDIUM,gas_leak
23.9,811.0,10.3,-0.02,0.46,9.78,False,MEDIUM,gas_leak
24.2,780.0,10.4,-0.16,-0.31,9.9,False,MEDIUM,gas_leak
24.5,793.0,10.6,-0.03,0.28,9.68,False,MEDIUM,gas_leak
23.8,798.0,10.3,-0.11,-0.2,9.57,False,MEDIUM,gas_leak
24.0,780.0,10.5,-0.0,-0.08,9.84,False,MEDIUM,gas_leak
23.9,802.0,10.6,-0.06,-0.09,9.63,False,MEDIUM,gas_leak
23.3,815.0,10.5,0.09,0.25,9.88,False,MEDIUM,gas_leak
28.0,194.0,4.5,-0.09,0.06,9.75,False,LOW,flood
28.0,189.0,5.7,-0.06,-0.07,9.95,False,LOW,flood
28.2,187.0,5.7,-0.2,-0.31,9.61,False,LOW,flood
28.5,179.0,5.3,-0.02,0.06,9.48,False,LOW,flood
28.3,180.0,5.7,0.28,0.15,9.47,False,LOW,flood
28.3,171.0,5.2,0.29,0.36,9.69,False,LOW,flood
27.9,168.0,5.3,-0.03,0.11,9.87,False,LOW,flood
27.9,154.0,5.9,-0.16,-0.23,10.1,False,LOW,flood
28.2,164.0,5.7,0.23,-0.12,9.92,False,LOW,flood
27.9,152.0,4.9,0.07,0.18,9.53,False,LOW,flood
27.9,148.0,6.3,-0.19,0.23,9.63,False,LOW,flood
27.4,149.0,5.7,-0.07,-0.03,9.77,False,LOW,flood
27.4,152.0,5.6,0.15,-0.4,9.92,False,LOW,flood
27.7,147.0,5.7,-0.13,0.04,9.56,False,LOW,flood
27.9,145.0,6.4,0.24,0.01,9.74,False,LOW,flood
28.1,147.0,5.9,-0.03,0.02,9.69,False,LOW,flood
27.2,154.0,5.7,-0.05,-0.04,9.89,False,LOW,flood
27.4,152.0,7.2,-0.04,-0.33,10.09,False,LOW,flood
27.2,155.0,7.1,0.09,-0.09,10.19,False,LOW,flood
27.1,151.0,5.8,0.12,0.11,9.57,False,LOW,flood
26.9,155.0,6.3,-0.19,-0.1,9.51,False,LOW,flood
27.0,155.0,5.9,0.18,0.04,9.91,False,LOW,flood
26.7,154.0,6.0,0.29,-0.14,9.85,False,LOW,flood
27.0,146.0,7.2,0.23,-0.13,9.61,False,LOW,flood
26.8,143.0,7.1,-0.0,-0.05,10.1,False,LOW,flood
26.4,145.0,7.7,0.18,-0.01,9.86,False,LOW,flood
26.6,142.0,6.6,-0.24,0.12,9.69,False,LOW,flood
26.5,133.0,7.6,0.07,0.08,10.03,False,LOW,flood
26.3,132.0,6.8,0.02,-0.41,9.75,False,LOW,flood
26.3,130.0,8.1,-0.27,0.11,9.75,False,LOW,flood
26.5,137.0,7.2,-0.09,0.15,10.0,False,LOW,flood
26.8,133.0,8.3,0.01,0.13,10.0,False,LOW,flood
27.4,130.0,8.2,-0.35,0.08,9.67,False,LOW,flood
26.8,131.0,7.7,0.06,-0.36,9.54,False,LOW,flood
26.9,129.0,8.0,0.02,-0.13,9.3,False,LOW,flood
26.5,123.0,8.2,-0.02,0.02,10.08,False,LOW,flood
26.9,124.0,8.0,-0.15,0.03,9.92,False,LOW,flood
26.7,118.0,7.3,0.2,-0.31,9.75,False,LOW,flood
26.2,110.0,8.7,-0.24,0.04,9.66,False,LOW,flood
26.8,102.0,9.0,0.16,-0.08,9.54,False,LOW,flood
26.7,101.0,8.2,-0.24,-0.3,9.75,False,LOW,flood
26.8,106.0,8.7,0.25,0.12,9.58,False,LOW,flood
26.8,105.0,8.9,0.34,0.04,9.93,False,LOW,flood
26.6,102.0,9.1,-0.26,-0.2,9.91,False,LOW,flood
26.9,100.0,7.5,0.24,0.0,9.7,False,LOW,flood
27.3,105.0,8.1,-0.25,-0.22,9.81,False,LOW,flood
27.7,100.0,8.8,-0.1,-0.17,9.73,False,LOW,flood
27.0,100.0,9.6,0.08,-0.03,9.59,False,LOW,flood
26.8,102.0,9.3,0.08,0.01,10.13,False,LOW,flood
26.3,100.0,9.2,-0.03,0.09,10.21,False,LOW,flood
26.7,100.0,9.4,-0.09,0.06,9.84,False,LOW,flood
26.7,100.0,9.4,0.15,0.15,9.6,False,LOW,flood
26.3,106.0,8.7,-0.06,-0.09,9.76,False,LOW,flood
26.4,112.0,8.5,0.17,-0.37,9.68,False,LOW,flood
26.4,109.0,8.9,0.05,-0.12,9.76,False,LOW,flood
26.1,116.0,10.1,-0.05,-0.05,9.9,False,LOW,flood
26.3,115.0,9.5,-0.17,-0.07,9.68,False,LOW,flood
25.8,104.0,9.9,-0.14,0.15,9.81,False,LOW,flood
25.8,100.0,9.4,0.33,-0.18,10.03,False,LOW,flood
26.0,100.0,9.5,0.15,0.12,10.1,False,LOW,flood
25.7,104.0,10.0,-0.2,-0.15,9.73,False,LOW,flood
25.8,109.0,10.1,-0.09,-0.24,9.73,False,LOW,flood
26.0,107.0,10.7,0.07,0.21,9.8,False,LOW,flood
26.2,107.0,9.2,-0.16,-0.18,10.03,False,LOW,flood
26.2,103.0,10.6,0.09,-0.06,9.71,False,LOW,flood
26.5,103.0,9.8,0.14,0.03,9.88,False,LOW,flood
26.4,105.0,10.5,0.02,0.12,9.91,False,LOW,flood
26.3,104.0,9.7,-0.05,0.32,9.46,False,LOW,flood
26.5,100.0,10.7,-0.11,0.08,9.76,False,LOW,flood
26.7,100.0,10.5,0.12,-0.09,10.09,False,LOW,flood
27.0,100.0,10.7,-0.11,-0.22,9.74,False,LOW,flood
26.8,100.0,10.9,0.12,0.23,9.47,False,LOW,flood
27.0,106.0,10.5,0.06,0.45,10.08,False,LOW,flood
27.1,103.0,11.3,-0.17,0.39,9.8,False,LOW,flood
26.9,100.0,11.4,-0.0,0.05,9.68,False,LOW,flood
26.6,100.0,10.7,0.15,-0.2,10.18,False,LOW,flood
26.4,105.0,12.1,-0.22,-0.15,9.74,False,LOW,flood
26.5,107.0,11.6,0.07,-0.11,9.69,False,LOW,flood
26.1,119.0,11.1,0.5,-0.14,9.87,False,LOW,flood
25.9,115.0,11.1,-0.13,0.03,9.76,False,LOW,flood
26.2,112.0,11.1,-0.08,0.24,9.62,False,LOW,flood
26.1,122.0,11.0,-0.14,-0.18,9.82,False,LOW,flood
26.5,128.0,11.4,0.07,0.23,9.42,False,LOW,flood
26.3,135.0,11.3,-0.16,0.2,9.88,False,LOW,flood
25.7,135.0,12.8,-0.3,0.17,9.73,False,LOW,flood
25.6,136.0,11.8,0.09,-0.31,9.58,False,LOW,flood
26.0,137.0,12.0,-0.14,0.33,9.78,False,LOW,flood
25.4,138.0,12.2,-0.12,0.01,10.0,False,LOW,flood
25.6,138.0,12.2,0.14,-0.17,9.91,False,LOW,flood
25.6,135.0,11.8,-0.07,0.13,9.9,False,LOW,flood
26.1,140.0,11.8,-0.13,0.07,9.77,False,LOW,flood
25.6,135.0,12.0,0.17,-0.05,10.09,False,LOW,flood
25.4,135.0,13.4,-0.27,0.43,9.67,False,LOW,flood
25.5,137.0,12.2,-0.24,0.23,9.6,False,LOW,flood
25.5,144.0,12.9,-0.28,-0.46,9.78,False,LOW,flood
25.7,138.0,11.7,0.03,-0.04,9.9,False,LOW,flood
26.1,137.0,12.4,0.13,-0.5,10.12,False,LOW,flood
26.5,137.0,12.5,-0.07,0.17,10.08,False,LOW,flood
27.0,143.0,13.1,0.16,0.12,9.39,False,LOW,flood
26.6,140.0,13.8,-0.3,-0.09,9.77,False,LOW,flood
26.8,147.0,13.4,0.0,0.19,9.85,False,LOW,flood
27.0,154.0,12.8,0.14,0.18,9.91,False,LOW,flood
27.2,152.0,12.4,-0.32,0.5,9.74,False,LOW,flood
26.7,147.0,12.8,0.13,0.5,10.07,False,LOW,flood
26.6,145.0,13.0,-0.06,0.28,9.3,False,LOW,flood
27.1,148.0,13.9,-0.07,-0.31,9.85,False,LOW,flood
27.3,149.0,12.9,-0.11,-0.13,9.91,False,LOW,flood
27.6,139.0,12.8,0.36,0.06,9.63,False,LOW,flood
27.5,140.0,13.8,0.05,0.19,9.8,False,LOW,flood
27.3,145.0,13.3,0.29,-0.36,9.56,False,LOW,flood
27.4,145.0,13.8,-0.1,0.23,9.73,False,LOW,flood
27.4,140.0,13.6,-0.07,-0.13,9.95,False,LOW,flood
27.6,138.0,14.2,-0.06,0.02,9.89,False,LOW,flood
27.7,143.0,14.5,0.02,0.2,9.3,False,LOW,flood
27.6,145.0,15.3,-0.09,0.13,10.06,False,LOW,flood
27.1,150.0,14.3,-0.25,-0.14,9.67,False,LOW,flood
26.7,143.0,14.3,0.03,0.15,9.82,False,LOW,flood
26.6,144.0,14.6,-0.16,0.22,9.67,False,LOW,flood
26.2,141.0,14.0,-0.26,0.04,9.91,False,LOW,flood
26.4,144.0,14.0,0.0,-0.03,9.77,False,LOW,flood
27.1,142.0,14.0,0.15,-0.36,9.9,False,LOW,flood
26.8,142.0,15.1,-0.07,-0.15,9.88,False,LOW,flood
26.8,141.0,14.5,0.04,-0.28,9.43,False,LOW,flood
26.7,137.0,15.5,0.07,-0.08,9.87,False,LOW,flood
26.2,135.0,14.6,-0.27,0.38,9.68,False,LOW,flood
26.2,139.0,15.4,-0.19,-0.19,9.74,False,LOW,flood
26.0,150.0,15.5,-0.42,-0.13,9.79,False,LOW,flood
25.8,139.0,15.3,-0.3,0.08,10.08,False,LOW,flood
25.6,140.0,15.1,0.35,-0.24,9.38,False,LOW,flood
25.0,152.0,14.9,0.32,-0.23,9.89,False,LOW,flood
25.0,152.0,15.6,-0.39,0.13,9.31,False,LOW,flood
25.2,151.0,15.0,-0.03,-0.01,9.82,False,LOW,flood
24.7,150.0,14.9,-0.02,-0.36,10.01,False,LOW,flood
24.4,145.0,16.2,0.31,-0.36,9.6,False,LOW,flood
24.0,148.0,16.0,0.41,-0.05,10.02,False,LOW,flood
24.1,152.0,15.6,0.1,-0.15,9.88,False,LOW,flood
24.3,154.0,16.4,-0.12,0.43,9.82,False,LOW,flood
24.6,153.0,16.1,-0.04,-0.3,9.61,False,LOW,flood
24.8,154.0,15.7,-0.41,0.14,9.73,False,LOW,flood
24.6,157.0,16.3,0.03,-0.16,9.46,False,LOW,flood
24.6,162.0,16.4,-0.29,-0.03,10.05,False,LOW,flood
24.3,159.0,15.7,0.16,-0.33,10.04,False,LOW,flood
23.7,146.0,16.1,-0.01,-0.44,9.75,False,LOW,flood
24.1,141.0,15.6,-0.1,-0.21,9.5,False,LOW,flood
23.7,149.0,16.2,0.39,0.1,10.16,False,LOW,flood
23.6,148.0,16.4,0.05,0.18,9.71,False,LOW,flood
23.6,159.0,16.8,0.09,0.14,9.47,False,LOW,flood
23.7,158.0,17.5,0.23,-0.23,9.62,False,LOW,flood
23.5,152.0,16.4,-0.18,0.32,9.52,False,LOW,flood
23.6,136.0,16.0,-0.17,-0.19,9.86,False,LOW,flood
23.7,136.0,18.3,0.19,0.18,9.9,False,LOW,flood
23.9,135.0,16.2,0.03,0.24,9.82,False,LOW,flood
23.7,142.0,17.3,-0.49,-0.06,9.77,False,LOW,flood
23.4,149.0,16.6,0.12,-0.2,9.54,False,LOW,flood
22.7,138.0,17.5,-0.15,0.01,10.15,False,LOW,flood
22.7,129.0,17.5,0.15,0.19,9.89,False,LOW,flood
22.8,126.0,17.7,0.0,0.36,9.91,False,LOW,flood
22.7,126.0,17.9,-0.07,-0.16,9.93,False,LOW,flood
22.6,126.0,17.7,0.1,-0.24,9.93,False,LOW,flood
22.7,125.0,17.9,-0.04,-0.01,9.86,False,LOW,flood
23.0,123.0,17.0,0.01,0.14,9.69,False,LOW,flood
22.5,122.0,18.5,0.18,-0.21,9.58,False,LOW,flood
23.0,121.0,18.6,0.13,0.11,9.79,False,LOW,flood
22.5,108.0,17.2,-0.01,0.19,9.89,False,LOW,flood
22.7,105.0,18.5,-0.02,0.43,9.71,False,LOW,flood
22.8,100.0,17.5,-0.16,-0.02,9.97,False,LOW,flood
